Tweet,Processed
Diesel and Maison Margiela’s parent company OTB has established a company aimed at making a push in the metaverse. https://t.co/JNRuf3NBNf,diesel maison margiela parent company otb established company aimed making push
"This Giving Tuesday, Shutterfly, the e-commerce retail and manufacturing platform for personalized products, has partnered with style icon Iris Apfel to create an exclusive NFT holiday CryptoCard collection. https://t.co/MLQ5tvpkyk",giving tuesday shutterfly e commerce retail manufacturing platform personalized products partnered style icon iris apfel create exclusive holiday cryptocard collection
The metaverse is the new mall — and retail brands have an unprecedented opportunity to help create it. https://t.co/BasyDdGW56,new mall retail brands unprecedented opportunity help create
".@DIESEL is introducing a new hero sneaker called the Prototype, which also comes as an NFT, as part of an “intense repositioning” of the brand, according to CEO Massimo Piombini. https://t.co/iPM0MTnpuV",introducing new hero sneaker called prototype comes part intense repositioning brand according ceo massimo piombini
Men’s wear label Stefan Cooke is venturing into the metaverse trend by designing a virtual capsule collection for the popular video game The Sims 4. https://t.co/4VSJqRGWwW,men wear label stefan cooke venturing trend designing virtual capsule collection popular video game sims 4
"In the midst of NFT week, @pamfoundation came out for a Playboy party with her son, @DylanJaggerLee, and explained her interest in the crypto world. https://t.co/FQ2jbGTBdS",midst week came playboy party son explained interest crypto world
Is @Nike entering the metaverse? https://t.co/0l53SmeThf,entering
The Estée Lauder company's MetaOptimist campaign is about more than just NFTs. It may be beauty's step toward the metaverse. https://t.co/h7tOIQLV1C,est e lauder companys metaoptimist campaign may beautys step toward
"Facebook addresses whistleblower controversies, while reporting revenue miss — and doubles down on Reels and metaverse, including commerce. https://t.co/BD1wS2PieS",facebook addresses whistleblower controversies reporting revenue miss doubles reels including commerce
A clutch of masters students at the Institut Français de la Mode will soon be taking their accessories designs to the metaverse. https://t.co/A81XYHvKgO,clutch masters students institut fran ais de la mode soon taking accessories designs
"Cryptograph, a luxury and celebrity NFT auction space, is getting ready to unveil the first in a collection of five model-centric images. https://t.co/wICljVjkwb",cryptograph luxury celebrity auction space getting ready unveil collection five model centric images
"Cryptograph, a luxury and celebrity NFT auction space, is getting ready to unveil the first in a collection of five model-centric images of Claudia Schiffer, Naomi Campbell and Kate Moss. https://t.co/CekvjwQSQp",cryptograph luxury celebrity auction space getting ready unveil collection five model centric images claudia schiffer naomi campbell kate moss
Valentina Sampaio is raising awareness for the LGBTQ community with an NFT and short film. https://t.co/was1wdD5hq,valentina sampaio raising awareness lgbtq community short film
Olympic gymnast @Simone_Biles is the latest famous figure to release an NFT. https://t.co/ZRxaVa8cZQ,olympic gymnast latest famous figure release
"Metaverse real estate developer and investment platform Republic Realm has launched Metajuku, a shopping district in the Decentraland metaverse. https://t.co/6rQDZFLMbf",real estate developer investment platform republic realm launched metajuku shopping district decentraland
".@Burberry will release its first limited-edition NFT vinyl toy, in partnership with @playmythical. https://t.co/VjL5OMPjJS",release limited edition vinyl toy partnership
"The designer is launching his recently released ""Badlands"" Runner as an NFT as part of Infinite's first NFT launches. https://t.co/eygNRivVvS",designer launching recently released badlands runner part infinites launches
Doja Cat Becomes First Woman And Artist To Launch Nft Marketplace: https://t.co/Z4xa6pc8vy https://t.co/rYLXSO7yKl,doja cat becomes woman artist launch marketplace
"Niclas Castello’s solid gold cube, which appeared for one day in Central Park, was Instagram bait, an NFT promotion and even kind of pretty. But as art, it’s nothing new. https://t.co/qyZ5q4qhS0",niclas castello solid gold cube appeared central park instagram bait promotion even kind pretty art nothing new
"Meta, formerly known as Facebook, said that its Reality Labs division, which makes products that are key to Mark Zuckerberg’s vision of the metaverse, lost more than $10 billion in 2021 as it built the business. https://t.co/fviU5ITdjW",meta formerly known facebook reality labs division makes products key mark zuckerberg vision lost 10 billion 2021 built business
"Mark Zuckerberg's Meta created thousands of new jobs in the labs that make hardware and software for the metaverse. In the sweeping transition, managers urged those who work on social networking products to consider augmented and virtual reality roles. https://t.co/7jVCxDL4fw",mark zuckerbergs meta created thousands new jobs labs make hardware software sweeping transition managers urged work social networking products consider augmented virtual reality roles
"Microsoft's deal to buy the game maker Activision Blizzard is a step toward gaining a foothold in the metaverse, the company said.

But what is the metaverse and why are companies investing in it? Listen to today’s episode of The Daily. https://t.co/DwHVcyzznh",microsofts deal buy game maker activision blizzard step toward gaining foothold company companies investing listen today episode daily
"News Analysis: Activision has a lot of popular games that fit into Microsoft’s plans to build a vast library of titles that can be played on all sorts of devices. The metaverse can wait, Kellen Browning writes. https://t.co/k3CZWnFhQn",news analysis activision lot popular games fit microsoft plans build vast library titles played sorts devices wait kellen browning writes
"Microsoft cited the metaverse as a reason for buying Activision Blizzard for $68.7 billion. But what is the metaverse, anyway? Let’s break down what it really means. https://t.co/giThOw3auP",microsoft cited reason buying activision blizzard 68 7 billion anyway let break really means
"The deal to buy Activision Blizzard, the video game maker behind hits like Call of Duty and Candy Crush, plants Microsoft’s flag in the battle for dominance in the metaverse, which melds the traditional online world with virtual and augmented reality.
https://t.co/hIizPNQCjG",deal buy activision blizzard video game maker behind hits like call duty candy crush plants microsoft flag battle dominance melds traditional online world virtual augmented reality
"Breaking News: Microsoft agreed to buy the video game maker Activision Blizzard for $68.7 billion, its largest takeover ever and a big bet on the metaverse.
https://t.co/dDofndd8yW",breaking news microsoft agreed buy video game maker activision blizzard 68 7 billion largest takeover ever big bet
"Melania Trump's decision to auction off a hat she wore during a state visit, a watercolor of her in said hat, and an NFT of the artwork, is ""entirely in line with the Trumps' worldview,"" writes our fashion critic. https://t.co/WlUtVJXf2J",melania trumps decision auction hat wore state visit watercolor hat artwork entirely line trumps worldview writes fashion critic
"The metaverse. The smart home. Connected health.

Our tech columnist @bxchen looks at the trends that will invade our lives in 2022. https://t.co/W0Z8H9AGkf",smart home connected health tech columnist looks trends invade lives 2022
"Tech companies are lining up to sell devices that let people into the metaverse, an immersive digital world, and control their experiences once they are inside it. https://t.co/neY9R2G6i2",tech companies lining sell devices let people immersive digital world control experiences inside
"As tech giants bet big on the concept of the metaverse, questions about the digital world's safety have surfaced. 

Bad behavior in the metaverse can be more severe than today’s online harassment and bullying. https://t.co/soRe48Ilv8",tech giants bet big concept questions digital worlds safety surfaced bad behavior severe today online harassment bullying
"Tech companies are lining up to sell devices that let people into the metaverse, an immersive digital world, and control their experiences once they are inside it. https://t.co/BVynMjsu5B",tech companies lining sell devices let people immersive digital world control experiences inside
"The Italian restaurant Bros’ became a global target for critics after it got an epically bad review.

But for Floriano Pellegrino, the restaurant’s chef, the takedown wasn’t all bad. He’s launching an NFT, and his ridiculed mouth molds are selling fast.
https://t.co/zUw0etnGAm",italian restaurant bros became global target critics got epically bad review floriano pellegrino restaurant chef takedown bad launching ridiculed mouth molds selling fast
"The Italian restaurant Bros’ became a global target for critics after it got an epically bad review.

But for Floriano Pellegrino, the restaurant’s chef, the takedown wasn’t all bad. He’s launching an NFT, and his ridiculed mouth molds are selling fast.
https://t.co/t9x3afEup8",italian restaurant bros became global target critics got epically bad review floriano pellegrino restaurant chef takedown bad launching ridiculed mouth molds selling fast
"When Harry Styles wore a patchwork JW Anderson cardigan, it became a viral hit. An NFT of the cardigan has sold for almost four times the price of the original garment. https://t.co/gs3VfEc6Fo",harry styles wore patchwork jw anderson cardigan became viral hit cardigan sold almost four times price original garment
"When Harry Styles wore a patchwork JW Anderson cardigan, it became a viral hit. Now an NFT of the cardigan has sold for almost four times the price of the original garment. https://t.co/Fobnqem09Z",harry styles wore patchwork jw anderson cardigan became viral hit cardigan sold almost four times price original garment
"Thea-Mai Baumann's Instagram handle was @metaverse. “You are now a millionaire,” one person messaged her when Facebook announced it was changing its name. ""Fb isn’t gonna buy it, they’re gonna take it,” said another.

And that's exactly what happened. https://t.co/FJ8fEF2qFI https://t.co/xjp3bLzphl",thea mai baumanns instagram handle millionaire person messaged facebook announced changing name fb gonna buy gonna take another thats exactly happened
"Thea-Mai Baumann's Instagram handle was @metaverse. “You are now a millionaire,” one person messaged her when Facebook announced it was changing its name. ""Fb isn’t gonna buy it, they’re gonna take it,” said another.

And that's exactly what happened. https://t.co/Zk7Petbkk4",thea mai baumanns instagram handle millionaire person messaged facebook announced changing name fb gonna buy gonna take another thats exactly happened
"The bride walked down the aisle. The groom's buddy made a toast. There was dancing at the reception. And it all happened in the metaverse.
https://t.co/QytfKWqZoh https://t.co/zZevD7vD6g",bride walked aisle grooms buddy made toast dancing reception happened
"The bride walked down the aisle. The groom's buddy made a toast. There was dancing at the reception. And it all happened in the metaverse.
https://t.co/NZS0KUBvCs",bride walked aisle grooms buddy made toast dancing reception happened
"As interest in the metaverse grows, investors are snapping up prime real estate in the new digital realm.

“Imagine if you came to New York when it was farmland, and you had the option to get a block of SoHo,” one investor said.
https://t.co/U28Kli2B8A",interest grows investors snapping prime real estate new digital realm imagine came new york farmland option get block soho investor
"In Opinion

“I, for one, will not go gentle into the metaverse,” JoAnna Novak writes in a guest essay. “After struggling with anorexia and bulimia for more than 20 years, the last thing I want is technology that further estranges me from my body.” https://t.co/gZDKE2jAAI",opinion go gentle joanna novak writes guest essay struggling anorexia bulimia 20 years thing want technology estranges body
"""One minute you get scammed, another minute you’re having the best time of your life, making billions of dollars.""

The metaverse, as explained by an 8-year-old. https://t.co/UegQzutyjh",minute get scammed another minute best time life making billions dollars explained 8 old
"One of Mark Zuckerberg’s first steps toward building the metaverse may be physical instead of virtual. Meta, as Facebook is now known, has discussed opening stores to showcase its virtual reality and augmented reality devices. https://t.co/VFVUnOoxdb",mark zuckerberg steps toward building may physical instead virtual meta facebook known discussed opening stores showcase virtual reality augmented reality devices
"Critic's Notebook: Mark Zuckerberg's imagined ""metaverse"" is an immersive digital world powered by his own products, writes @amandahess. ""Humans will teleport across the globe in hologram form. Virtual fish will swim in the sky."" https://t.co/wt56lgqpOO",critics notebook mark zuckerbergs imagined immersive digital world powered products writes humans teleport across globe hologram form virtual fish swim sky
"The ""metaverse"" isn’t a vanity stunt for Mark Zuckerberg, @kevinroose writes. ""He has found what may be an escape hatch — a way to eject himself from Facebook’s messy, troubled present and break ground on a new, untainted frontier.""
https://t.co/8sWuzsy6SA",vanity stunt mark zuckerberg writes found may escape hatch way eject facebook messy troubled present break ground new untainted frontier
"Mark Zuckerberg said the change was part of a bet on the ""metaverse,"" a future unification of online, virtual and augmented worlds. Facebook, Instagram and WhatsApp will remain, but under the Meta umbrella. https://t.co/S3N9WwgFH9 https://t.co/iemdGFtdZ0",mark zuckerberg change part bet future unification online virtual augmented worlds facebook instagram whatsapp remain meta umbrella
"Breaking News: Facebook will change its corporate name to Meta, with Facebook, Instagram and WhatsApp remaining under the Meta umbrella. With his company under fire for a host of issues, Mark Zuckerberg said the change was part of a bet on the ""metaverse."" https://t.co/lFQmkKerMf",breaking news facebook change corporate name meta facebook instagram whatsapp remaining meta umbrella company fire host issues mark zuckerberg change part bet
"In what was said to be the most complex fashion NFT yet, Dolce &amp; Gabbana sold a nine-piece collection of nonfungible tokens called ""Collezione Genesi"" at auction last week. They are now worth more than $6 million. https://t.co/JXV1GRP3b3",complex fashion yet dolce gabbana sold nine piece collection nonfungible tokens called collezione genesi auction week worth 6 million
"For years, technologists have predicted the rise of the “metaverse,” an all-encompassing digital world that will eventually have its own forms of identity, community and governance. Our tech columnist @kevinroose got a taste of it through Pudgy Penguins. https://t.co/D69pCCC46X",years technologists predicted rise encompassing digital world eventually forms identity community governance tech columnist got taste pudgy penguins
"Mattel is the latest creator to jump on the NFT craze, putting digital art featuring its Hot Wheels cars up for sale.

The works, which will be paid for using the Ethereum cryptocurrency, will feature classic models from the toymaker’s archive.
https://t.co/gyY7bhzHlc",mattel latest creator jump craze putting digital art featuring hot wheels cars sale works paid using ethereum cryptocurrency feature classic models toymaker archive
"What would you pay for an NFT of an obscure internal university document? UC Berkeley hopes quite a bit, if it's a description of Nobel-winning cancer research. https://t.co/H5WNQsIezQ",pay obscure internal university document uc berkeley hopes quite bit description nobel winning cancer research
"“A breathing NFT is one that has its own unique DNA. It can breed, has a bloodline, has a life of its own. It races, it has genes it passes on, and it lives on an algorithm so no two horses are the same.” 

Horse racing has gone digital. https://t.co/5ZL4CaWmWO",breathing unique dna breed bloodline life races genes passes lives algorithm horses horse racing gone digital
"“Disaster Girl,” perhaps one of the most recognizable members of the unofficial meme hall of fame, is now an NFT worth half a million dollars. The 4-year-old girl from the photo, now a college student, plans to pay off student loans and donate to charity. https://t.co/gmP69CAHKh",disaster girl perhaps recognizable members unofficial meme hall fame worth half million dollars 4 old girl photo college student plans pay student loans donate charity
"“Disaster Girl,” perhaps one of the most recognizable members of the unofficial meme hall of fame, is now an NFT worth half a million dollars. The 4-year-old girl from the photo, now a college student, plans to pay off student loans and donate to charity. https://t.co/cmJrm3qMbA",disaster girl perhaps recognizable members unofficial meme hall fame worth half million dollars 4 old girl photo college student plans pay student loans donate charity
"Emily Ratajkowski, the model and writer, is minting an NFT that will be auctioned on May 14. The piece will be titled “Buying Myself Back: A Model for Redistribution"" and is an effort to re-establish “authority” over the usage of her likeness. https://t.co/HpOxiFq9t1",emily ratajkowski model writer minting auctioned may 14 piece titled buying back model redistribution effort establish authority usage likeness
"The NFT market has exploded, driving up the price of digital artworks to fantastical levels.

But these artworks rely on blockchain technology, which also forms the basis of cryptocurrencies like Bitcoin, and produces enormous greenhouse-gas emissions.
https://t.co/tbFkhpk7cd",market exploded driving price digital artworks fantastical levels artworks rely blockchain technology forms basis cryptocurrencies like bitcoin produces enormous greenhouse gas emissions
"When @jswatz asked the artist known as Beeple if an NFT he sold for nearly $70 million in cryptocurrency was real, he held up his phone. An app showed he had $56,635,781.41 in cash. “You and I know this number is as real as anything else,” he said. https://t.co/P7ZYMYOtSM",asked artist known beeple sold nearly 70 million cryptocurrency real held phone app showed 56 635 781 41 cash know number real anything else
"“Why would anyone spend the price of a high-end Lamborghini on a picture of my words?” 

Our tech columnist @KevinRoose auctioned off his column about NFTs as an NFT. It sold for about $560,000, with proceeds going to the Neediest Cases Fund. https://t.co/VRbR97iyle",anyone spend price high end lamborghini picture words tech columnist auctioned column sold 560 000 proceeds going neediest cases fund
"A one-of-a-kind digital image of a New York Times tech column that was turned into an NFT — or nonfungible token — sold for more than $500,000 on Thursday. The proceeds will go to The Times's Neediest Cases Fund. https://t.co/zn2CdRhm77",kind digital image new york times tech column turned nonfungible token sold 500 000 thursday proceeds go timess neediest cases fund
"A column about NFTs written by our tech columnist, @KevinRoose, was turned into an NFT and put up for auction. Today it sold for 350 ETH, or about $560,000, with proceeds going to the Neediest Cases Fund. https://t.co/9AR2MaCkYu",column written tech columnist turned put auction today sold 350 eth 560 000 proceeds going neediest cases fund
"A column about NFTs written by our tech columnist, @KevinRoose, was turned into an NFT and put up for auction. Today it sold for 350 ETH, or about $560,000, with proceeds going to the Neediest Cases Fund. https://t.co/CqOKj7yvSZ",column written tech columnist turned put auction today sold 350 eth 560 000 proceeds going neediest cases fund
"An NFT that sold for nearly $700,000 was the latest in the frenzied market for digital art — and possibly the first created in part by a non-human. https://t.co/3cdU8EJx09",sold nearly 700 000 latest frenzied market digital art possibly created part non human
"Our tech columnist @kevinroose is trying something new: Auctioning off his column about NFTs as an NFT.

As the first NFT that The New York Times has ever distributed, this could be a piece of history, he writes. Or, it could be worthless.
https://t.co/7nj8A0U6Ae",tech columnist trying something new auctioning column new york times ever distributed could piece history writes could worthless
The $69 million Beeple NFT was bought by an investor known only by a pseudonym and who paid for it with cryptocurrency. https://t.co/K4Dt00JopR,69 million beeple bought investor known pseudonym paid cryptocurrency
"One of these images just sold for $69 million as an NFT, or nonfungible token. Why? Let us explain. https://t.co/N8zmGavHzu https://t.co/uWxFLEV7RF",images sold 69 million nonfungible token let us explain
"An NFT just sold for a record $69m. (Let us explain what that means.)
https://t.co/eWPb1tGlBO",sold record 69m let us explain means
"The sale of Beeple's NFT comes three weeks after a one-of-a-kind version of Nyan Cat, an animated cat with a Pop-Tart body, was sold for about $580,000, then a new high point in the fast-growing market for digital art.

Here's what all that actually means.
https://t.co/2w1JMc1AOg",sale beeples comes weeks kind version nyan cat animated cat pop tart body sold 580 000 new high point fast growing market digital art heres actually means
"Beeple’s collaged JPG was made, or “minted,” in February as a “nonfungible token,” or NFT. A secure network of computer systems that records the sale on a digital ledger, known as a blockchain, gives buyers proof of authenticity and ownership. https://t.co/BvXwlOXreq",beeple collaged jpg made minted february nonfungible token secure network computer systems records sale digital ledger known blockchain gives buyers proof authenticity ownership
"Breaking News: The first NFT sold by Christie’s was just bought for $69.3 million. The price for “Everydays — The First 5000 Days,” by the artist Beeple, is a new high for an artwork that exists only digitally. https://t.co/JzsQG6i0tF",breaking news sold christie bought 69 3 million price everydays 5000 days artist beeple new high artwork exists digitally
When the metaverse meets the runway https://t.co/JxtV4h4ql8,meets runway
The official NFT of cringe https://t.co/GeZTMjLz1S,official cringe
Grimes is in the top 10 NFT earners https://t.co/oPiyPxgI46,grimes top 10 earners
Pabllo Vittar is out with a new pop-infused album and NFT. https://t.co/dzyVaQNABN,pabllo vittar new pop infused album
"""Creating a virtual fashion show in the imvu metaverse was the perfect escape from the harsh reality that I was experiencing in the real world."" @GypsySport  https://t.co/lDxEznqS6q",creating virtual fashion show imvu perfect escape harsh reality experiencing real world
"A.I.-based NFT? The machines are truly taking over.
https://t.co/SStw0jI3Rk",based machines truly taking
"I still don't know what an NFT is but I will buy it.
https://t.co/Ec7VsKqjkn",still dont know buy
"Ok today is the day I try and understand what an NFT is.
https://t.co/qamElmCUQ8",ok today try understand
Me Googling “What is an NFT?” for the 7th time https://t.co/78M0fnc6hM,googling 7th time
Pussy Riot spearhead NFT sale to help raise funds for Ukraine https://t.co/2cyPzK1HWf,pussy riot spearhead sale help raise funds ukraine
Leon Bridges enters the fashion world (and the Metaverse) in partnership with Wrangler. https://t.co/j3Pskhp8e7,leon bridges enters fashion world partnership wrangler
"""We're All Going To Make It."" || @Coinbase 🚀 x Rolling Stone Live partner on the most epic Big Game Experience to date, uniting Musicians &amp; NFT Artists for a night of Pop Culture meets Crypto. https://t.co/Bxp540f2QV",going make x rolling stone live partner epic big game experience date uniting musicians artists night pop culture meets crypto
Did Melania Trump place the winning bid in her own NFT auction? https://t.co/sSCBQOorB1,melania trump place winning bid auction
Did Melania Trump place the winning bid in her own NFT auction? https://t.co/ztSFoefJHX,melania trump place winning bid auction
Foo Fighters Will Perform on Super Bowl Sunday — in the Metaverse https://t.co/silINCYZkc,foo fighters perform super bowl sunday
"An NFT of Paul McCartney’s “Hey Jude” notes just sold for over $76,000 at auction https://t.co/QJHOR490QB",paul mccartney hey jude notes sold 76 000 auction
"Weeks after the Mark Cuban-backed social media account @NFT was suspended from Twitter, Instagram has followed suit
https://t.co/SMW80tNHTD",weeks mark cuban backed social media account suspended twitter instagram followed suit
HitPiece wants to make every song in the world an NFT. But artists aren’t buying it https://t.co/lphCv2e60W,hitpiece wants make every song world artists buying
Kanye West isn’t down for the metaverse https://t.co/hvAKn5Ro1u,kanye west
Who wants the first ever Rolling Stone logo NFT? 🙋‍♀️🙋🙋‍♂️ Read up on our partnership with @Coinbase and the 12 boundary-pushing NFT artists 🚀 https://t.co/jPjButEysB,wants ever rolling stone logo read partnership 12 boundary pushing artists
"Lil Yachty has filed a trademark infringement lawsuit accusing NFT seller Opulous of ""maliciously"" using his likeness to raise millions https://t.co/PtOVkpbQoe",lil yachty filed trademark infringement lawsuit accusing seller opulous maliciously using likeness raise millions
"The former first lady is auctioning off an old hat, an original watercolor, and an NFT digital artwork for a minimum bid of $250,000

https://t.co/iDsMNyNkUD",former lady auctioning old hat original watercolor digital artwork minimum bid 250 000
"Melania Trump’s NFT is just a ""moneymaker"" from someone ""trying to look busy,"" former Trump White House official says. https://t.co/i8dHxPwQYK",melania trump moneymaker someone trying look busy former trump white house official says
"Ghostface Killah has entered the NFT market, with the rapper telling us why he's releasing unreleased lyrics as his first offering. https://t.co/jAQMvu4H78",ghostface killah entered market rapper telling us hes releasing unreleased lyrics offering
Melania Trump Wants Your SOL: The former first lady is selling NFT art of her eyes https://t.co/xt6ZpCcgwi,melania trump wants sol former lady selling art eyes
An unreleased recording Whitney Houston made when she was 17 has sold for $1 million at an NFT auction https://t.co/ss1tNNOk5h,unreleased recording whitney houston made 17 sold 1 million auction
"They don't have the metaverse real estate pinned down yet, but one company is offering virtual memorials to departed loved ones — for only the cost of a cheap IRL headstone https://t.co/9fPbrN4Fte",dont real estate pinned yet company offering virtual memorials departed loved ones cost cheap irl headstone
"Society Might Be Crumbling But You Can Be Snoop Dogg’s Metaverse Neighbor for Just $450,000 https://t.co/ysfeupmXWV",society might crumbling snoop dogg neighbor 450 000
"What are ""play-to-earn"" NFT games and why does Grimes think they could upend the capitalist economy?
https://t.co/NSnOc1YMUq",play earn games grimes think could upend capitalist economy
Meek Mill to release final 'Dreamchasers' mixtape as an NFT https://t.co/hQqAlBawlr,meek mill release final dreamchasers mixtape
"The dictionary publisher Collins named “NFT” its word of the year, beating out “climate anxiety,” “crypto” and more https://t.co/tPoVO2HJrE",dictionary publisher collins named word beating climate anxiety crypto
"M.I.A. has released a new song called ""Babylon"" that was offered up for auction as an NFT https://t.co/daX4v2Pzn6",released new song called babylon offered auction
"Rolling Stone's NFT collection, in partnership w/ @boredapeyc, features art from the Bored Ape community. 

The apes below are available now on 
@SuperRare.

🍌 @dario_desiena https://t.co/qTXshxSrsj
🍌 @cryptogeisha https://t.co/OVgbhd9Wxh
🍌 @jenevaNFT https://t.co/m4mv3q0M8G https://t.co/vjGPG0cXrH",rolling stones collection partnership w features art bored ape community apes available
"Rolling Stone's NFT collection, in partnership with 
@boredapeyc, features artwork derived from the Bored Ape community. 

The apes below are available now at auction on 
@SuperRare.

🍌 @claire_salvo https://t.co/XD2HmD8KBc
🍌 @TimpersHD https://t.co/BiaByTnCH3 https://t.co/8Fb8CHP1R9",rolling stones collection partnership features artwork derived bored ape community apes available auction
"Check out Rolling Stone's NFT collection, in partnership with @boredapeyc, available now at auction on @SuperRare. https://t.co/M6GGmiNuy1 https://t.co/xKNQLjdOtE",check rolling stones collection partnership available auction
"Tory Lanez released an ""NFT album,"" and then things got extra weird. https://t.co/KQV6fMTgtt",tory lanez released album things got extra weird
"Tory Lanez released an ""NFT album,"" and then things got extra weird. https://t.co/XOLsKXuZVH",tory lanez released album things got extra weird
"Lindsay Lohan announced she's selling an NFT of what appears to be her fursona. We asked furries what they thought.
https://t.co/79sWcQ7VJ9",lindsay lohan announced shes selling appears fursona asked furries thought
"Tory Lanez released an ""NFT album,"" and then things got extra weird. https://t.co/CMV660DMCC",tory lanez released album things got extra weird
"Tory Lanez released an ""NFT album,"" and then things got extra weird. https://t.co/aB47oXqGgC",tory lanez released album things got extra weird
The company behind Lanez’s NFT recently partnered with the founder of the defunct app MoviePass in a deal involving a Singapore-based TikTok competitor that they claim is worth $4 billion https://t.co/9eiYPh8KmT,company behind lanez recently partnered founder defunct app moviepass deal involving singapore based tiktok competitor claim worth 4 billion
"Despite videos in which Lanez claims that copies have sold for as much as $50,000, there remain thousands of listings for the NFT for as low as $1.10 https://t.co/9eiYPh8KmT",despite videos lanez claims copies sold much 50 000 remain thousands listings low 1 10
"Dutch DJ Don Diablo is building a massive NFT — literally. ""What if you could stand inside an NFT, literally? That hasn’t been done before,"" says Diablo, who will put the project up for private sale with Sotheby’s https://t.co/6Y81xXXtJK",dutch dj diablo building massive literally could stand inside literally done says diablo put private sale sotheby
"Dutch DJ Don Diablo is building a massive NFT — literally. ""What if you could stand inside an NFT, literally? That hasn’t been done before,"" says Diablo, who will put the project up for private sale with Sotheby’s https://t.co/KoTuR8dbaJ",dutch dj diablo building massive literally could stand inside literally done says diablo put private sale sotheby
"Dutch DJ Don Diablo is building a massive NFT — literally. ""What if you could stand inside an NFT, literally? That hasn’t been done before,"" says Diablo, who will put the project up for private sale with Sotheby’s https://t.co/zs46mYyYWF",dutch dj diablo building massive literally could stand inside literally done says diablo put private sale sotheby
Goth rock greats Bauhaus have announced their first NFT collection. https://t.co/cliQdRgbOA,goth rock greats bauhaus announced collection
"Method Man is launching his own comics universe, titled 'Tical World,' via NFT. https://t.co/nGkGk9CHSk",method man launching comics universe titled tical world via
"Method Man is launching his own comics universe, titled 'Tical World,' via NFT. https://t.co/BycXDM1AOF",method man launching comics universe titled tical world via
"Method Man is launching his own comics universe, titled 'Tical World,' via NFT. https://t.co/ZQebSDe1GI",method man launching comics universe titled tical world via
"Banksy's piece ""Spike"" was minted as an NFT and sold, without the artist's involvement, for over $150,000. https://t.co/xTbhtk8InY",banksys piece spike minted sold without artists involvement 150 000
"As Tones and I releases her debut album this week, her iconic 'Rolling Stone Australia' cover will make history as a brand new NFT.
https://t.co/ziLjoFC0fu",tones releases debut album week iconic rolling stone australia cover make history brand new
A Tribe Called Quest has sold an NFT for royalties to their first five studio albums via Royalty Exchange. https://t.co/Rvx1vU7uk3,tribe called quest sold royalties five studio albums via royalty exchange
Jay-Z will celebrate the 25th anniversary of 'Reasonable Doubt' by selling his first NFT. The rapper tapped artist Derrick Adams to reimagine the cover of his debut album for a Sotheby's auction. https://t.co/ULk4cXlyCZ,jay z celebrate 25th anniversary reasonable doubt selling rapper tapped artist derrick adams reimagine cover debut album sothebys auction
"Dame Dash tells us the accusations in Roc-A-Fella Records’ lawsuit alleging he tried to sell Jay-Z’s ‘Reasonable Doubt’ as an NFT are ""false"" and “it's not fair to accuse somebody of being a thief that's not.” https://t.co/DSZUHKTgFd",dame dash tells us accusations roc fella records lawsuit alleging tried sell jay z reasonable doubt false fair accuse somebody thief thats
Roc-A-Fella Records filed a lawsuit against its co-founder Dame Dash for allegedly trying to sell Jay-Z's 'Reasonable Doubt' as an NFT. https://t.co/sRHthZ4Uev,roc fella records filed lawsuit co founder dame dash allegedly trying sell jay zs reasonable doubt
Quincy Jones is backing a new NFT marketplace for the average music fan. https://t.co/mLv5fm70Ai,quincy jones backing new marketplace average music fan
"A bidding war over an NFT of the viral “Charlie Bit My Finger” video ended with a winning price of $760,999 https://t.co/iWrohUvpvO",bidding war viral charlie bit finger video ended winning price 760 999
"⚡️ “Kurt Cobain’s ‘The Last Session’ photoshoot will be sold as an NFT”

https://t.co/sCYiPmGc6B",kurt cobain session photoshoot sold
"On Wednesday, photographer Jesse Frohman launched a website to auction off a non-fungible token (NFT) with more than 100 pictures from that day, which he calls “The Last Session.” https://t.co/iWuBAjatCd",wednesday photographer jesse frohman launched website auction non fungible token 100 pictures calls session
Kurt Cobain’s ‘The Last Session’ photoshoot will be sold as an NFT. https://t.co/BA2WZ3E44j,kurt cobain session photoshoot sold
"OneRepublic frontman Ryan Tedder on his new NFT drop: “I’m doing the exact opposite of what I’ve done my entire career”
https://t.co/uHTOJppXYU",onerepublic frontman ryan tedder new drop exact opposite done entire career
"OneRepublic frontman Ryan Tedder on his new NFT drop: “I’m doing the exact opposite of what I’ve done my entire career”
https://t.co/4xVk1sv9dH",onerepublic frontman ryan tedder new drop exact opposite done entire career
"The White Stripes are getting into the NFT game, too. https://t.co/trlYMrvJGD",white stripes getting game
"NFT sales have raised $200,000 for independent music venues.

Read more here: https://t.co/HWe5wvF5j7 https://t.co/7F6sUM1nup",sales raised 200 000 independent music venues read
"Mick Jagger is releasing an NFT built around his song ""Eazy Sleazy,"" featuring Dave Grohl, to benefit independent music venues. https://t.co/TBGamvB0nB",mick jagger releasing built around song eazy sleazy featuring dave grohl benefit independent music venues
"NFT sales raise $200,000 for independent music venues. https://t.co/VLAdLFzUrM",sales raise 200 000 independent music venues
"With news of Chris Crocker selling ‘Leave Britney Alone’ as an NFT, look back at the impact their YouTube clip had on popular culture. https://t.co/mLSihV7GyV",news chris crocker selling leave britney alone look back impact youtube clip popular culture
Twitter founder Jack Dorsey’s first tweet has sold as an NFT for about $2.9 million. https://t.co/liSJ3CWl5n,twitter founder jack dorsey tweet sold 2 9 million
